crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Soybean,Soybean_Variety_3,Tuber,Harvesting,Silty,Medium,7.74,3.7,53,87,100,1.35,36.9,34.36103116520876,40.27223017213022,526.0,89.1,16.7,6.5,Manual,2,4190.4,Soybean,Soybean_Variety_5,Urea,Brand_4,254.6,Pre-plant,Root Rot,Low,None,Soil Drench,6402.3,5762-7042,190,Manual,Open Shed,30.56,0.69,13783.86,1187.18,4604.42,881.76,181870.43,No,None,Plant Soybean in Silty soil with Manual irrigation.,0.88,2024-06-25
Cotton,Cotton_Variety_5,Fiber,Vegetative,Silty,Medium,7.49,2.86,36,29,55,0.93,28.8,24.053104560621925,33.42494946052541,325.5,53.9,14.3,8.3,Sprinkler,4,822.7,Barley,Barley_Variety_2,Compost,Brand_7,245.8,Post-emergence,Leaf Spot,High,None,Spray,3854.1,3468-4239,81,Mechanical,Open Shed,28.68,0.03,10661.07,878.14,4713.83,1030.47,99874.52,No,None,Plant Cotton in Silty soil with Sprinkler irrigation.,0.51,2025-01-21
Cotton,Cotton_Variety_2,Fiber,Flowering,Sandy,Fine,5.76,2.2,38,26,26,1.26,33.3,29.874723714194356,35.38023375755097,925.7,67.7,18.8,11.5,Drip,4,1780.5,Cotton,Cotton_Variety_2,MOP,Brand_1,287.5,Pre-plant,Root Rot,Medium,Neem Oil,Spray,3750.6,3375-4125,98,Mechanical,Open Shed,20.23,0.09,7613.58,1772.05,1862.58,888.33,68261.06,Yes,Pest Resistance,Plant Cotton in Sandy soil with Drip irrigation.,0.78,2025-01-13
Cotton,Cotton_Variety_5,Fiber,Seeding,Silty,Fine,7.13,1.82,47,74,59,0.13,27.0,24.838176280614533,30.750094694893555,444.3,89.4,15.8,6.6,Surface,2,3495.7,Potato,Potato_Variety_3,MOP,Brand_5,99.1,Flowering,Root Rot,None,Biological Control,Seed Treatment,7852.8,7067-8638,183,Mechanical,Warehouse,19.86,0.55,16598.49,1330.98,4365.19,1408.21,139358.12,No,None,Plant Cotton in Silty soil with Surface irrigation.,0.63,2025-01-06
Potato,Potato_Variety_4,Fiber,Vegetative,Sandy,Coarse,7.5,1.62,55,33,21,0.49,17.7,15.614771861063435,21.94091469904955,568.7,58.2,13.5,8.8,Drip,4,4663.5,Wheat,Wheat_Variety_2,NPK,Brand_6,150.1,Post-emergence,Aphids,Low,None,Seed Treatment,4692.0,4222-5161,191,Manual,Warehouse,40.92,0.92,14428.52,1164.62,2016.02,967.06,177568.12,No,None,Plant Potato in Sandy soil with Drip irrigation.,0.53,2024-12-10
Soybean,Soybean_Variety_2,Legume,Flowering,Chalky,Fine,5.66,3.67,84,34,90,0.36,37.4,35.20219578082045,40.22759777334186,847.9,45.4,3.6,10.2,Surface,3,2236.7,Wheat,Wheat_Variety_1,Compost,Brand_5,246.5,Post-emergence,Blight,High,Pesticide A,Seed Treatment,7803.8,7023-8584,99,Mechanical,Cold Storage,42.78,0.25,7317.73,1531.73,4517.01,824.51,326528.83,No,None,Plant Soybean in Chalky soil with Surface irrigation.,0.62,2024-05-05
Potato,Potato_Variety_5,Fiber,Harvesting,Peaty,Fine,7.15,4.25,88,79,62,0.23,22.4,18.36471444521002,26.362572403081742,640.5,84.4,9.4,8.6,Sprinkler,5,3629.2,Sugarcane,Sugarcane_Variety_1,MOP,Brand_5,92.9,Pre-plant,Aphids,High,Pesticide A,Soil Drench,4409.8,3968-4850,153,Manual,Open Shed,10.87,0.17,13297.41,626.45,4815.49,548.78,34637.12,No,None,Plant Potato in Peaty soil with Sprinkler irrigation.,0.0,2024-06-01
Maize,Maize_Variety_2,Legume,Flowering,Peaty,Coarse,7.58,1.82,56,63,0,0.56,19.2,15.871899614773689,23.543940401727347,589.5,63.2,13.1,7.8,Manual,6,2924.5,Barley,Barley_Variety_4,Urea,Brand_7,112.4,Pre-plant,None,None,None,None,3129.0,2816-3441,162,Manual,Open Shed,16.03,0.77,11142.85,1056.12,1313.99,1364.25,39015.02,No,None,Plant Maize in Peaty soil with Manual irrigation.,0.84,2024-05-14
Barley,Barley_Variety_2,Legume,Flowering,Clay,Medium,6.94,3.56,12,17,91,0.37,16.9,14.612918041479528,19.429584017400085,935.6,36.1,10.7,10.4,Sprinkler,7,758.8,Cotton,Cotton_Variety_3,Compost,Brand_2,184.1,Post-emergence,Aphids,None,Neem Oil,Spray,1930.7,1737-2123,113,Mechanical,Open Shed,18.77,0.35,7253.7,1867.17,1833.92,1378.36,28985.54,No,None,Plant Barley in Clay soil with Sprinkler irrigation.,0.16,2024-08-27
Barley,Barley_Variety_5,Cereal,Flowering,Clay,Fine,7.69,1.44,37,95,92,1.34,22.9,20.010426609702215,26.40545078582451,802.0,57.3,14.7,7.7,Sprinkler,7,3344.6,Barley,Barley_Variety_4,Compost,Brand_10,131.0,Flowering,Root Rot,Low,Biological Control,Seed Treatment,5271.9,4744-5799,104,Manual,Cold Storage,40.42,0.14,11712.39,596.92,1891.48,1260.18,201377.81,No,None,Plant Barley in Clay soil with Sprinkler irrigation.,0.53,2024-06-11
Rice,Rice_Variety_4,Fiber,Harvesting,Sandy,Coarse,5.96,3.01,73,74,21,0.13,17.5,14.287272651517954,20.916339275010678,393.1,74.6,9.8,11.1,Surface,4,1644.3,Sugarcane,Sugarcane_Variety_4,Vermicompost,Brand_8,169.9,Post-emergence,None,None,None,None,6234.0,5610-6857,108,Manual,Cold Storage,41.1,0.6,14806.16,1534.99,1796.94,537.92,241411.24,No,None,Plant Rice in Sandy soil with Surface irrigation.,0.18,2024-11-13
Potato,Potato_Variety_1,Tuber,Harvesting,Clay,Medium,7.23,4.36,77,86,12,1.38,23.5,18.64690666765982,26.509554470967213,253.3,77.6,15.5,8.7,Manual,3,4070.8,Soybean,Soybean_Variety_4,DAP,Brand_7,182.6,Pre-plant,Root Rot,Medium,Pesticide A,Spray,2532.2,2278-2785,170,Mechanical,Warehouse,12.5,0.1,17499.23,1008.86,2504.89,1323.85,14153.27,Yes,Pest Resistance,Plant Potato in Clay soil with Manual irrigation.,0.09,2025-02-10
Rice,Rice_Variety_2,Fiber,Harvesting,Sandy,Coarse,5.71,3.21,76,1,48,0.58,24.6,20.130146850562568,28.903834400693,267.1,60.8,17.8,8.7,Surface,5,1161.5,Maize,Maize_Variety_3,Vermicompost,Brand_4,243.7,Flowering,None,None,None,None,4170.9,3753-4587,195,Mechanical,Open Shed,36.4,0.24,8191.83,1407.1,4902.36,1442.83,143628.93,Yes,High Yield,Plant Rice in Sandy soil with Surface irrigation.,0.96,2024-12-12
Barley,Barley_Variety_2,Tuber,Seeding,Sandy,Medium,5.72,3.93,53,87,88,0.88,30.0,25.409519722326575,33.286271124966746,540.4,89.7,6.2,6.4,Sprinkler,1,1351.9,Potato,Potato_Variety_3,NPK,Brand_9,169.9,Flowering,None,None,None,None,4131.6,3718-4544,177,Manual,Warehouse,6.94,0.7,10401.45,717.31,4698.86,565.95,18271.85,No,None,Plant Barley in Sandy soil with Sprinkler irrigation.,0.69,2024-11-15
Potato,Potato_Variety_1,Cereal,Seeding,Sandy,Fine,7.07,4.16,92,8,46,0.31,16.6,13.944326776523623,18.812512509188522,568.7,87.0,12.5,11.4,Manual,4,3546.2,Soybean,Soybean_Variety_3,Compost,Brand_7,179.0,Post-emergence,None,None,None,None,7648.7,6883-8413,153,Mechanical,Open Shed,17.67,0.99,15534.04,1890.85,4223.12,693.92,119618.49,No,None,Plant Potato in Sandy soil with Manual irrigation.,0.74,2025-01-04
Wheat,Wheat_Variety_3,Cereal,Seeding,Clay,Coarse,6.93,3.17,77,59,70,0.68,35.3,31.463043138394518,37.37690429412398,204.5,47.5,4.1,7.0,Manual,1,4033.9,Sugarcane,Sugarcane_Variety_2,Compost,Brand_2,251.3,Flowering,Aphids,Medium,Biological Control,Seed Treatment,7270.1,6543-7997,145,Mechanical,Warehouse,37.64,0.17,13684.41,801.43,3744.53,1215.86,259962.15,Yes,Drought Resistance,Plant Wheat in Clay soil with Manual irrigation.,0.07,2024-12-01
Soybean,Soybean_Variety_5,Cereal,Vegetative,Chalky,Coarse,7.83,3.45,2,71,33,0.93,15.8,12.557540530229968,17.800865709115733,209.7,33.3,10.8,8.3,Manual,6,1459.7,Sugarcane,Sugarcane_Variety_2,MOP,Brand_10,226.4,Flowering,Leaf Spot,Low,None,Spray,3390.5,3051-3729,102,Mechanical,Open Shed,23.54,0.41,9198.3,1480.32,1179.78,676.88,70614.07,No,None,Plant Soybean in Chalky soil with Manual irrigation.,1.0,2024-07-09
Potato,Potato_Variety_3,Cereal,Seeding,Sandy,Coarse,7.32,4.14,61,71,91,0.76,36.1,32.7172900174722,39.372422622086326,759.1,67.3,18.4,8.6,Manual,3,4851.7,Soybean,Soybean_Variety_3,MOP,Brand_6,256.7,Post-emergence,Leaf Spot,Low,Biological Control,Spray,6324.9,5692-6957,165,Manual,Warehouse,12.18,0.83,13307.39,1301.35,2289.32,756.05,63729.89,Yes,Pest Resistance,Plant Potato in Sandy soil with Manual irrigation.,0.19,2024-06-13
Soybean,Soybean_Variety_1,Legume,Harvesting,Sandy,Fine,5.63,4.88,91,77,56,0.57,29.9,27.640538400566633,32.71163889598611,489.0,40.1,0.8,8.9,Surface,2,4189.2,Soybean,Soybean_Variety_5,Urea,Brand_8,299.6,Flowering,None,None,None,None,2678.1,2410-2945,184,Manual,Warehouse,9.82,0.34,17523.11,1079.48,4223.82,1386.62,8775.83,Yes,Pest Resistance,Plant Soybean in Sandy soil with Surface irrigation.,0.11,2024-08-21
Wheat,Wheat_Variety_5,Fiber,Flowering,Silty,Coarse,5.56,2.81,52,44,71,1.13,26.2,23.923979237524026,29.57049595774469,803.5,83.6,1.4,8.3,Sprinkler,3,1781.1,Soybean,Soybean_Variety_4,DAP,Brand_1,104.0,Pre-plant,Stem Borer,Medium,Neem Oil,Seed Treatment,1913.4,1722-2104,103,Mechanical,Warehouse,18.91,0.87,13181.7,1058.49,4755.93,1396.28,23000.69,No,None,Plant Wheat in Silty soil with Sprinkler irrigation.,0.93,2025-01-13
Maize,Maize_Variety_4,Tuber,Vegetative,Clay,Medium,7.26,1.69,94,49,45,0.73,22.7,20.055163017713742,26.185030471021975,203.9,31.5,1.6,9.4,Surface,6,749.7,Soybean,Soybean_Variety_1,MOP,Brand_9,266.7,Pre-plant,Stem Borer,Low,Fungicide B,Spray,4741.8,4267-5215,118,Manual,Open Shed,22.22,0.89,5219.91,598.34,2572.67,1287.57,100142.89,No,None,Plant Maize in Clay soil with Surface irrigation.,0.59,2024-06-21
Soybean,Soybean_Variety_2,Tuber,Flowering,Loamy,Medium,6.09,4.47,89,83,85,0.59,36.7,33.5614015633859,40.89365431689498,757.6,44.4,16.3,4.5,Manual,5,2006.5,Soybean,Soybean_Variety_2,Compost,Brand_5,109.4,Post-emergence,Stem Borer,None,Biological Control,Spray,7324.3,6591-8056,187,Manual,Open Shed,20.47,0.6,9216.02,941.34,4401.91,752.0,140712.4,No,None,Plant Soybean in Loamy soil with Manual irrigation.,0.63,2024-09-15
Sugarcane,Sugarcane_Variety_3,Cereal,Harvesting,Chalky,Fine,5.7,3.34,2,62,53,1.06,23.3,20.261596169694265,27.114102691898637,655.4,69.6,14.4,11.3,Sprinkler,7,3762.3,Soybean,Soybean_Variety_3,Compost,Brand_1,250.6,Post-emergence,Root Rot,None,Fungicide B,Spray,3187.8,2869-3506,193,Mechanical,Warehouse,8.47,0.15,12961.56,615.41,1317.04,664.63,14039.11,No,None,Plant Sugarcane in Chalky soil with Sprinkler irrigation.,0.71,2024-07-29
Wheat,Wheat_Variety_1,Cereal,Harvesting,Peaty,Fine,7.19,1.02,26,78,2,0.37,31.8,28.577557622038203,33.84798364005962,223.4,50.0,13.5,7.7,Drip,7,3338.1,Cotton,Cotton_Variety_5,Vermicompost,Brand_3,138.4,Flowering,Blight,None,Pesticide A,Spray,7451.8,6706-8196,80,Mechanical,Warehouse,8.2,0.61,17407.88,766.11,2643.97,745.89,43696.88,No,None,Plant Wheat in Peaty soil with Drip irrigation.,0.72,2024-11-27
Cotton,Cotton_Variety_2,Legume,Harvesting,Silty,Fine,7.87,3.74,85,50,76,0.14,19.8,16.685032097335498,23.0401777753868,768.5,65.7,17.7,7.4,Surface,5,3733.4,Cotton,Cotton_Variety_4,Urea,Brand_5,123.2,Flowering,Root Rot,Low,None,Spray,1585.1,1426-1743,106,Mechanical,Cold Storage,23.94,0.47,10681.21,698.08,2074.53,590.95,27266.08,Yes,None,Plant Cotton in Silty soil with Surface irrigation.,0.19,2024-04-28
Maize,Maize_Variety_4,Cereal,Harvesting,Peaty,Medium,6.4,2.42,37,28,16,0.81,26.6,23.53847252990464,29.428150664607532,569.3,42.4,9.2,7.9,Surface,4,1138.2,Maize,Maize_Variety_2,DAP,Brand_3,74.9,Flowering,Leaf Spot,None,None,Spray,7658.7,6892-8424,126,Mechanical,Cold Storage,43.97,0.3,14076.18,592.82,4382.53,718.34,322676.86,Yes,Drought Resistance,Plant Maize in Peaty soil with Surface irrigation.,0.87,2024-05-02
Barley,Barley_Variety_3,Tuber,Flowering,Sandy,Medium,6.0,1.03,69,23,12,1.21,32.5,28.471645610786013,34.56864544716229,575.1,65.6,12.6,8.4,Drip,2,540.5,Potato,Potato_Variety_2,MOP,Brand_3,239.7,Pre-plant,None,None,None,None,4611.0,4149-5072,199,Manual,Cold Storage,18.58,0.78,11975.73,1540.12,4409.25,1327.03,73696.65,Yes,High Yield,Plant Barley in Sandy soil with Drip irrigation.,0.96,2024-10-17
Rice,Rice_Variety_5,Cereal,Vegetative,Loamy,Coarse,6.58,4.88,1,16,80,1.21,21.6,16.729497809377666,25.833918517326705,827.3,79.4,13.5,10.0,Surface,4,2998.9,Cotton,Cotton_Variety_4,DAP,Brand_2,133.4,Post-emergence,Blight,Medium,Biological Control,Spray,5373.2,4835-5910,85,Manual,Warehouse,7.72,0.85,15092.69,1006.39,1033.53,509.67,26388.41,Yes,None,Plant Rice in Loamy soil with Surface irrigation.,0.81,2024-09-03
Wheat,Wheat_Variety_5,Legume,Seeding,Clay,Fine,7.93,3.18,32,11,2,0.55,15.2,10.814991728587895,18.357092841527187,589.8,77.8,1.9,5.3,Sprinkler,7,1911.1,Barley,Barley_Variety_5,Urea,Brand_2,65.5,Pre-plant,None,None,None,None,2193.6,1974-2412,163,Mechanical,Open Shed,17.87,0.88,18005.16,1726.13,1145.34,500.7,21194.47,Yes,High Yield,Plant Wheat in Clay soil with Sprinkler irrigation.,0.34,2024-09-02
Wheat,Wheat_Variety_1,Legume,Harvesting,Chalky,Medium,6.63,4.24,0,18,96,0.77,27.3,23.991253858270827,32.02833370960069,533.5,85.7,1.9,9.1,Surface,5,4066.0,Barley,Barley_Variety_3,NPK,Brand_9,119.1,Pre-plant,Aphids,High,None,Soil Drench,2922.9,2630-3215,125,Manual,Warehouse,36.42,0.21,17665.79,949.55,4703.26,673.6,88786.23,Yes,None,Plant Wheat in Chalky soil with Surface irrigation.,0.1,2024-12-26
Maize,Maize_Variety_1,Tuber,Seeding,Loamy,Coarse,7.85,4.54,2,45,52,0.51,26.1,23.765761570614398,30.86001296162578,314.0,53.8,2.0,5.4,Manual,5,713.4,Wheat,Wheat_Variety_5,DAP,Brand_7,115.0,Flowering,Stem Borer,Low,Pesticide A,Soil Drench,7897.9,7108-8687,165,Mechanical,Warehouse,18.99,0.15,12916.88,1003.6,4461.77,1107.09,137064.24,No,None,Plant Maize in Loamy soil with Manual irrigation.,0.01,2024-10-04
Barley,Barley_Variety_1,Legume,Flowering,Chalky,Fine,6.74,2.53,94,95,6,0.39,27.5,24.150556539492992,30.09754369339884,666.9,39.1,11.3,6.1,Manual,6,2310.6,Cotton,Cotton_Variety_1,Vermicompost,Brand_5,115.7,Post-emergence,Stem Borer,High,None,Spray,6238.2,5614-6862,124,Mechanical,Warehouse,7.82,0.62,13340.47,632.44,1821.22,707.76,35442.25,No,None,Plant Barley in Chalky soil with Manual irrigation.,0.64,2025-01-06
Potato,Potato_Variety_2,Legume,Harvesting,Peaty,Coarse,6.01,2.83,70,22,46,0.19,27.6,25.103981354602773,31.993020424605646,922.3,42.0,10.1,4.9,Surface,6,1923.7,Soybean,Soybean_Variety_5,MOP,Brand_2,235.1,Flowering,None,None,None,None,2856.2,2570-3141,197,Manual,Warehouse,38.17,0.28,17199.57,1831.07,1536.38,617.21,91821.58,No,None,Plant Potato in Peaty soil with Surface irrigation.,0.59,2024-07-05
Soybean,Soybean_Variety_5,Legume,Vegetative,Chalky,Medium,5.85,1.07,93,52,19,0.72,27.2,22.800448859912105,31.89740958772886,955.0,33.3,3.9,7.7,Sprinkler,6,1529.9,Barley,Barley_Variety_2,Vermicompost,Brand_8,214.0,Post-emergence,Stem Borer,Low,None,Spray,3855.8,3470-4241,174,Manual,Open Shed,21.72,0.16,13279.31,1333.13,4398.22,1263.76,70468.67,Yes,Drought Resistance,Plant Soybean in Chalky soil with Sprinkler irrigation.,0.73,2025-01-05
Potato,Potato_Variety_4,Cereal,Flowering,Chalky,Fine,7.37,1.34,69,1,99,0.83,33.8,29.10832966658986,35.86504079752233,1021.8,82.3,1.2,11.2,Sprinkler,2,2853.7,Cotton,Cotton_Variety_5,DAP,Brand_2,218.3,Post-emergence,Blight,Low,Biological Control,Soil Drench,4387.6,3948-4826,106,Manual,Warehouse,23.64,0.63,5488.45,1083.44,4118.48,640.14,98234.41,Yes,Drought Resistance,Plant Potato in Chalky soil with Sprinkler irrigation.,0.95,2024-08-24
Maize,Maize_Variety_4,Legume,Seeding,Clay,Coarse,5.74,2.27,7,52,7,1.42,21.3,16.68833297299218,23.84003752472035,1086.3,35.9,12.4,6.2,Surface,5,3687.4,Cotton,Cotton_Variety_1,DAP,Brand_1,88.2,Post-emergence,Aphids,High,None,Soil Drench,2508.6,2257-2759,89,Mechanical,Open Shed,21.33,0.98,14731.55,1201.01,4618.12,669.9,38776.89,No,None,Plant Maize in Clay soil with Surface irrigation.,0.46,2024-08-05
Cotton,Cotton_Variety_2,Tuber,Harvesting,Clay,Fine,5.8,4.6,37,63,2,1.34,37.0,34.919141247364394,39.06126510919333,801.4,31.6,16.3,5.6,Manual,4,3961.8,Wheat,Wheat_Variety_4,Urea,Brand_3,230.3,Pre-plant,Blight,Medium,Biological Control,Soil Drench,3947.9,3553-4342,172,Mechanical,Warehouse,25.26,0.54,10164.67,1649.9,3631.46,1344.78,89559.28,No,None,Plant Cotton in Clay soil with Manual irrigation.,0.75,2025-03-20
Potato,Potato_Variety_2,Fiber,Flowering,Peaty,Fine,6.13,2.5,55,0,94,0.47,32.4,28.21271831960429,35.343203720183396,1045.4,56.6,3.7,8.7,Surface,3,3014.0,Sugarcane,Sugarcane_Variety_2,MOP,Brand_9,228.7,Pre-plant,Aphids,High,Neem Oil,Soil Drench,6802.0,6121-7482,83,Manual,Warehouse,29.55,0.45,18313.94,1152.73,3301.19,587.47,182685.16,Yes,Pest Resistance,Plant Potato in Peaty soil with Surface irrigation.,0.1,2024-07-15
Cotton,Cotton_Variety_5,Fiber,Flowering,Loamy,Fine,6.46,2.08,95,18,45,0.8,20.8,15.820172831420539,24.836617429908955,344.7,48.7,12.2,10.1,Surface,3,1492.1,Barley,Barley_Variety_3,MOP,Brand_6,227.2,Flowering,Blight,Low,Pesticide A,Spray,1549.5,1394-1704,163,Mechanical,Warehouse,48.45,0.01,10108.95,534.6,3784.75,1469.86,64964.33,Yes,High Yield,Plant Cotton in Loamy soil with Surface irrigation.,0.89,2024-06-09
Wheat,Wheat_Variety_5,Fiber,Seeding,Silty,Medium,7.38,1.01,11,7,2,0.13,19.2,15.062016468221131,21.929087286915745,200.0,57.4,4.4,5.6,Surface,6,1384.9,Soybean,Soybean_Variety_1,Vermicompost,Brand_8,141.0,Post-emergence,Blight,Medium,Neem Oil,Spray,4659.1,4193-5125,191,Manual,Cold Storage,13.27,0.87,11499.98,1826.42,3213.76,856.01,50326.28,No,None,Plant Wheat in Silty soil with Surface irrigation.,0.06,2024-09-02
Maize,Maize_Variety_3,Legume,Harvesting,Clay,Coarse,5.53,3.19,37,31,23,0.67,21.5,17.09064214459422,24.753392941812557,643.0,50.7,9.8,10.9,Sprinkler,4,4158.3,Wheat,Wheat_Variety_5,Urea,Brand_10,136.7,Pre-plant,None,None,None,None,1316.3,1184-1447,84,Mechanical,Cold Storage,26.37,0.07,9255.04,1643.79,3599.85,648.77,25455.79,No,None,Plant Maize in Clay soil with Sprinkler irrigation.,0.66,2025-02-03
Soybean,Soybean_Variety_1,Fiber,Harvesting,Sandy,Coarse,6.22,1.35,83,78,44,1.23,31.4,29.191059030832218,33.82953289170839,537.2,48.5,4.9,7.4,Surface,1,2356.8,Sugarcane,Sugarcane_Variety_5,Vermicompost,Brand_10,288.4,Post-emergence,Blight,None,Fungicide B,Spray,1937.0,1743-2130,153,Manual,Cold Storage,22.22,0.52,14637.36,1098.14,2422.48,1378.79,28402.78,Yes,High Yield,Plant Soybean in Sandy soil with Surface irrigation.,0.14,2024-08-29
Barley,Barley_Variety_2,Tuber,Harvesting,Peaty,Fine,7.06,4.27,21,32,14,0.65,37.4,33.900956532074694,39.65872118536788,367.4,74.6,3.0,6.1,Surface,1,696.8,Rice,Rice_Variety_3,Compost,Brand_6,242.3,Flowering,Aphids,Medium,Pesticide A,Seed Treatment,2726.6,2453-2999,191,Manual,Warehouse,11.05,0.51,8430.56,755.57,1536.63,1232.78,21698.37,No,None,Plant Barley in Peaty soil with Surface irrigation.,0.66,2024-09-27
Barley,Barley_Variety_3,Legume,Harvesting,Peaty,Fine,6.62,3.4,2,93,33,0.62,16.0,12.069963130868437,20.66713818275849,991.6,62.9,19.2,10.6,Manual,5,3100.4,Potato,Potato_Variety_3,Urea,Brand_7,267.7,Flowering,Aphids,Low,Neem Oil,Seed Treatment,6822.8,6140-7505,183,Mechanical,Open Shed,39.49,0.25,6201.65,1635.73,2079.17,789.1,263230.72,Yes,None,Plant Barley in Peaty soil with Manual irrigation.,0.88,2025-03-20
Cotton,Cotton_Variety_5,Tuber,Flowering,Silty,Fine,7.17,3.7,57,86,76,0.48,30.1,26.485315107808795,34.716991889032954,421.3,70.5,17.9,10.9,Surface,7,1276.3,Sugarcane,Sugarcane_Variety_3,NPK,Brand_9,203.4,Post-emergence,Aphids,Low,None,Seed Treatment,7551.4,6796-8306,126,Mechanical,Open Shed,38.94,0.67,8656.72,1914.62,3361.1,1181.59,285394.8,No,None,Plant Cotton in Silty soil with Surface irrigation.,0.61,2025-03-15
Soybean,Soybean_Variety_2,Fiber,Seeding,Peaty,Fine,6.63,1.9,51,42,62,0.46,21.5,18.94008560723809,24.641331818296432,516.4,56.2,10.7,10.1,Manual,7,1487.5,Sugarcane,Sugarcane_Variety_4,Compost,Brand_5,284.0,Flowering,None,None,None,None,2684.8,2416-2953,162,Manual,Warehouse,41.92,0.79,19119.19,1494.74,1224.2,1360.58,93427.63,No,None,Plant Soybean in Peaty soil with Manual irrigation.,0.93,2024-06-15
Barley,Barley_Variety_3,Tuber,Seeding,Sandy,Medium,5.86,1.81,99,92,65,1.0,24.5,22.48117369281725,27.38044604406893,774.7,44.7,11.6,4.1,Surface,7,4723.1,Cotton,Cotton_Variety_3,Vermicompost,Brand_6,181.8,Flowering,Stem Borer,Low,None,Soil Drench,6165.6,5549-6782,176,Manual,Cold Storage,10.28,0.14,5609.52,1039.21,4678.96,1286.48,57772.85,Yes,None,Plant Barley in Sandy soil with Surface irrigation.,0.57,2024-08-25
Barley,Barley_Variety_5,Fiber,Vegetative,Clay,Fine,7.67,2.11,50,30,2,1.0,34.0,30.978834796714803,37.28077034555343,763.4,71.2,14.9,5.7,Surface,6,963.7,Barley,Barley_Variety_3,NPK,Brand_8,129.0,Flowering,Root Rot,High,Pesticide A,Spray,1033.1,929-1136,105,Mechanical,Warehouse,41.67,0.64,14284.88,1648.75,4677.77,1106.0,28764.4,Yes,High Yield,Plant Barley in Clay soil with Surface irrigation.,0.71,2024-05-17
Wheat,Wheat_Variety_5,Tuber,Harvesting,Sandy,Coarse,5.65,2.23,94,44,18,1.3,27.4,25.373711912446847,31.97943643744872,536.0,67.4,18.9,10.5,Drip,7,2065.3,Wheat,Wheat_Variety_4,NPK,Brand_6,187.3,Pre-plant,Blight,Medium,Fungicide B,Spray,6990.9,6291-7689,130,Mechanical,Open Shed,40.53,0.3,15720.84,1954.45,3780.83,606.78,267620.34,Yes,Pest Resistance,Plant Wheat in Sandy soil with Drip irrigation.,0.15,2024-10-06
Maize,Maize_Variety_4,Legume,Flowering,Silty,Fine,5.83,2.26,32,3,44,1.49,33.6,30.12978732560174,38.182024814402425,1111.4,74.2,16.2,9.7,Surface,7,3225.0,Rice,Rice_Variety_4,Compost,Brand_6,110.2,Flowering,Leaf Spot,High,Neem Oil,Spray,5492.0,4942-6041,96,Manual,Open Shed,21.29,0.66,17786.99,686.14,3458.47,1037.95,99137.69,Yes,Drought Resistance,Plant Maize in Silty soil with Surface irrigation.,0.62,2024-08-19
Barley,Barley_Variety_2,Tuber,Flowering,Sandy,Coarse,6.82,1.46,41,27,26,1.09,27.8,24.872938760511566,30.306544489954387,883.5,58.8,15.9,6.5,Surface,5,3305.5,Wheat,Wheat_Variety_3,MOP,Brand_3,149.8,Flowering,Root Rot,Medium,Neem Oil,Seed Treatment,4329.1,3896-4762,179,Mechanical,Open Shed,46.0,0.41,16517.85,1337.03,4316.14,807.72,182620.75,Yes,Pest Resistance,Plant Barley in Sandy soil with Surface irrigation.,0.04,2024-10-29
Sugarcane,Sugarcane_Variety_3,Legume,Harvesting,Clay,Medium,7.37,3.5,36,65,18,1.49,33.4,29.052313874941376,35.75460960061416,206.9,75.7,7.0,11.8,Sprinkler,7,1354.7,Soybean,Soybean_Variety_3,MOP,Brand_2,105.0,Flowering,Aphids,Medium,Fungicide B,Soil Drench,4671.4,4204-5138,134,Mechanical,Warehouse,13.45,0.26,5106.65,1640.66,3682.87,604.83,57723.68,Yes,Pest Resistance,Plant Sugarcane in Clay soil with Sprinkler irrigation.,0.88,2025-01-24
Soybean,Soybean_Variety_4,Tuber,Seeding,Peaty,Medium,6.76,1.47,69,74,18,1.1,18.2,14.896665811123567,22.758069607632493,910.5,60.0,19.1,5.2,Surface,2,3300.3,Rice,Rice_Variety_1,NPK,Brand_2,172.7,Flowering,Aphids,Medium,Fungicide B,Seed Treatment,7506.4,6755-8257,173,Mechanical,Open Shed,44.61,0.37,13231.52,789.22,1914.78,1307.38,321628.98,Yes,Drought Resistance,Plant Soybean in Peaty soil with Surface irrigation.,0.74,2025-03-19
